time_s,true_x_m,true_y_m,ideal_x_m,ideal_y_m,noise_x_m,noise_y_m,multipath_x_m,multipath_y_m,outage_x_m,outage_y_m,urban_x_m,urban_y_m,error_noise_m,error_multipath_m,error_outage_m,error_urban_m,noise_x_corrected,noise_y_corrected,multipath_x_corrected,multipath_y_corrected,outage_x_corrected,outage_y_corrected,urban_x_corrected,urban_y_corrected,error_noise_corrected_m,error_multipath_corrected_m,error_outage_corrected_m,error_urban_corrected_m,noise_x_kf,noise_y_kf,multipath_x_kf,multipath_y_kf,outage_x_kf,outage_y_kf,urban_x_kf,urban_y_kf,error_noise_kf_m,error_multipath_kf_m,error_outage_kf_m,error_urban_kf_m,true_vx_mps,true_vy_mps,ins_vx_mps,ins_vy_mps,ins_x_m,ins_y_m,error_ins_m,fused_x_m,fused_y_m,error_fused_m
73,58.400000000000006,19.936817848515922,58.400000000000006,19.936817848515922,61.52928731162802,21.855359500686337,56.452853405377205,17.010171905772673,61.52928731162802,21.855359500686337,54.770140479349855,16.021113218691625,3.670591389657647,3.5152007531756553,3.670591389657647,5.339346672363762,58.89070121634346,21.390682229613528,56.46257494998874,16.99022755082476,58.89070121634346,21.390682229613528,53.51905310328312,16.809995663206568,1.5344410455749904,3.526472771319643,1.5344410455749904,5.796607592990314,43.72065715305587,20.456970415985584,44.26538438237145,18.687895307921927,43.72065715305587,20.456970415985584,32.38729793781632,16.283708007624455,14.688555582887492,14.189685203362082,14.688555582887492,26.267962998404602,0.8000000000000007,-0.29817988542596296,0.6654195430275456,-0.29791823455325817,61.553331402385695,16.617244685671693,4.578543973442576,61.53650053885532,20.283925056181943,3.1556487516600114
74,59.2,19.631309444721737,59.2,19.631309444721737,53.96050979182051,23.93767435974485,57.08065543636603,16.680637505619718,53.96050979182051,23.93767435974485,51.793685421188506,16.770443299393015,6.782111501807589,3.6329170471687,6.782111501807589,7.939650542801221,59.50201465749366,21.13119392835221,57.091236716059875,16.66140954138654,59.50201465749366,21.13119392835221,54.97143942007353,15.274280825980526,1.529988992632452,3.6424151360772106,1.529988992632452,6.071607938811436,44.22042865348917,20.626851438096324,44.8908530750427,18.58992805399726,44.22042865348917,20.626851438096324,32.87687333297983,16.295987141132006,15.012616746782706,14.346991354321029,15.012616746782706,26.533589512103557,0.7999999999999972,-0.3126769553787483,0.5115349474936309,-0.5145172998131579,62.064866349879324,16.102727385858536,4.545145822611429,56.391816759238154,21.587190267578954,3.4221868603155423
75,60.0,19.311463937758425,60.0,19.311463937758425,61.64380500875045,17.776768811982326,57.713754725030626,16.341486447957088,61.64380500875045,17.776768811982326,55.49165575864187,10.910117816253182,2.248862831716061,3.748023979011666,2.248862831716061,9.534557381017654,59.88879300322781,21.295386548731578,57.72516929211814,16.322985576345285,59.88879300322781,21.295386548731578,57.86526196804834,14.670461238674378,1.9870369705824853,3.7557765729815262,1.9870369705824853,5.10842563985875,45.0707350804104,20.487759936838046,45.516644280056255,18.480198211216486,45.0707350804104,20.487759936838046,33.44678910569129,16.160257695664153,14.975534157977116,14.507191169159883,14.975534157977116,26.739542059987656,0.8000000000000007,-0.32684764055164806,0.9859590636339058,-0.24323104961430164,63.05082541351323,15.859496336244234,4.606909595991852,62.06591113017929,17.2015870692609,2.9528916671662016
76,60.800000000000004,18.97761416361844,60.800000000000004,18.97761416361844,60.974094136476346,20.722255437059797,58.35256843622913,15.993082453540062,60.974094136476346,20.722255437059797,55.34874596435604,16.56118945262871,1.7533060033406949,3.859708640273943,1.7533060033406949,5.962824745454657,60.131152181658976,20.316672514920818,58.3647877602372,15.975318678926888,60.131152181658976,20.316672514920818,59.97086369076429,14.525745195090801,1.4968081614863653,3.8657517807135346,1.4968081614863653,4.528421836824875,45.84680467338334,20.499203105967883,46.14302581368031,18.358829203138892,45.84680467338334,20.499203105967883,33.998189189927494,16.17035148801293,15.030411949957678,14.670030236020564,15.030411949957678,26.948428273811583,0.8000000000000007,-0.34067918828450416,0.7694950942846847,-0.4325476300816571,63.820320507797916,15.426948706162577,4.661497737915884,61.827962047872816,19.13366341779063,1.0397390738038854
77,61.6,18.630105561189417,61.6,18.630105561189417,61.00198529906827,18.99678957266612,58.99749945173933,15.63579424490398,61.00198529906827,18.99678957266612,67.99471179816175,8.565557846675544,0.701483247699558,3.9672294315469228,0.701483247699558,11.924238327007535,60.42134774061568,19.45588114720298,59.01049299072164,15.618776875764903,60.42134774061568,19.45588114720298,61.785048519489365,15.237366189475443,1.439140878096307,3.971605091491639,1.439140878096307,3.397782129410792,46.586315543302526,20.425891466441307,46.77027158641122,18.225956227189545,46.586315543302526,20.425891466441307,34.853266207963664,15.97907650543456,15.120699983227652,14.835234460734855,15.120699983227652,26.877792386959815,0.8000000000000007,-0.35415915111795826,0.8110955622030485,-0.3201515419058328,64.63141607000097,15.106797164256744,4.64792270260128,62.090814530348084,17.82979185014331,0.9388295581676166
78,62.400000000000006,18.269295861382524,62.400000000000006,18.269295861382524,62.58352155307101,22.64890172781787,59.64893536326411,15.26999519824374,62.58352155307101,22.64890172781787,65.9268541465462,11.804151296400732,4.383449293165883,4.0699092254500675,4.383449293165883,7.364563423389313,62.07187850507325,18.309360487319044,59.66267064014009,15.253732849458343,62.07187850507325,18.309360487319044,63.1375971008387,15.613152502829672,0.33055845123729893,4.072664030243144,0.33055845123729893,2.7566550426830823,47.366867690571524,20.534358872053193,47.39866061002194,18.081725933038292,47.366867690571524,20.534358872053193,35.63411890891621,15.874164203958708,15.202814787896713,15.002511988707974,15.202814787896713,26.87283100528173,0.8000000000000007,-0.36727539799533027,0.7043724915762427,-0.3307373808296857,65.3357885615772,14.776059783427058,4.563063967841915,63.409201655622866,20.287049144500624,2.256062120874732
79,63.2,17.895554765198757,63.2,17.895554765198757,59.22486217079822,16.278958194488453,60.307247503653954,14.896062996450961,59.22486217079822,16.278958194488453,68.47025226710578,21.04764343559279,4.291282469563544,4.167129452741068,4.291282469563544,6.140946339527808,63.05930465946363,17.548796535792743,60.321690187384625,14.880563592268105,63.05930465946363,17.548796535792743,64.47712969385643,16.005592710441622,0.37421444187716774,4.168313705834497,0.37421444187716774,2.2810122365633227,47.94542423512404,20.32673608088023,48.02847600086979,17.926296096755745,47.94542423512404,20.32673608088023,36.45855286120579,16.00405744941175,15.447094366127885,15.171555143941243,15.447094366127885,26.80825912237784,0.7999999999999972,-0.38001612517975225,0.5891055858923868,-0.5678204653515881,65.92489414746959,14.20823931807547,4.584903850846601,61.23487176379963,15.657742531564558,2.978176048811564
80,64.0,17.50926361102302,64.0,17.50926361102302,63.56065622432497,15.829819926661468,60.972790018768286,14.51437928363876,63.56065622432497,15.829819926661468,67.46943428042542,21.002460179384133,1.7359591130456649,4.258325070362851,1.7359591130456649,4.9233521600024615,63.686356863317386,16.763840105384883,60.987904010165934,14.499650061281061,63.686356863317386,16.763840105384883,66.58501668559775,16.089128222188176,0.8087201122427696,4.25799201159007,0.8087201122427696,2.949422958383533,48.70726112510488,20.10734026147749,48.66000398208397,17.75983529133345,48.70726112510488,20.10734026147749,37.23652195346726,16.129452235262107,15.511862060286806,15.34204236719001,15.511862060286806,26.799023052714425,0.7999999999999972,-0.39236986687672726,1.01828560620863,-0.2938956616665825,66.94317975367822,13.914343656408889,4.646047410707759,64.57541328313096,15.255177045585695,2.3263720018278633
81,64.8,17.110815031445302,64.8,17.110815031445302,65.5142251430235,15.912029740557259,61.645898982295215,14.12532932147381,65.5142251430235,15.912029740557259,61.2615254906338,19.40094749287261,1.3954224194044134,4.3429803308707635,1.3954224194044134,4.21491501033146,64.34078936262387,16.096919833200328,61.66164650425254,14.111376835361124,64.34078936262387,16.096919833200328,66.07531010730996,17.311095808537136,1.1130399285306918,4.341185570371186,1.1130399285306918,1.290940842749759,49.52720441838122,19.902668155249813,49.29353288720104,17.5825225541144,49.52720441838122,19.902668155249813,37.838767241420804,16.211460239981456,15.525872881832155,15.513640137223058,15.525872881832155,26.976228626389062,0.8000000000000043,-0.4043255055525865,0.7266696524229661,-0.5754518257378629,67.66984940610119,13.338891830671026,4.739561187097245,66.1609124219468,15.140088367591389,2.394962672743335
82,65.60000000000001,16.700612599917847,65.60000000000001,16.700612599917847,68.55578808948304,12.452821151298233,62.326891555742364,13.729301647625427,68.55578808948304,12.452821151298233,64.86838390976598,13.657199269536827,5.174979750771562,4.420625257029099,5.174979750771562,3.130116100567232,64.97121284258957,15.104857003623598,62.34323324765562,13.716131774196297,64.97121284258957,15.104857003623598,67.13183958300087,17.379377989324187,1.7151703158662457,4.41742634101299,1.7151703158662457,1.6754864851451916,50.45549471465665,19.53923486972329,49.92935216776358,17.394547051642743,50.45549471465665,19.53923486972329,38.515828635413925,16.14747888521453,15.408238599152996,15.686004861189701,15.408238599152996,27.089819036173097,0.8000000000000043,-0.4158722819395013,1.0791428732221953,-0.6317401618907473,68.74899227932339,12.707151668780279,5.085654587539384,68.61374934643514,12.529120306542847,5.146263992142767
83,66.4,16.2790704675663,66.4,16.2790704675663,65.36345956345271,15.227560424204777,63.01606519569822,13.326687736630756,65.36345956345271,15.227560424204777,70.10395490654535,17.145938034854602,1.4765125965896178,4.4908327234146,1.4765125965896178,3.804042761186801,66.60063313753326,15.012750133363353,63.03296021184823,13.314305679740363,66.60063313753326,15.012750133363353,67.44305379296736,17.614792346533623,1.2821157688338063,4.486288798342094,1.2821157688338063,1.6947312922630493,51.182738706548,19.328901711086413,50.56775140734459,17.196107742407275,51.182738706548,19.328901711086413,39.30651807055661,16.17247153891819,15.519874738126722,15.85878472213704,15.519874738126722,27.09369163463452,0.7999999999999972,-0.42699980471810406,0.9510962279316064,-0.5794241528764096,69.70008850725499,12.127727515903869,5.30322849385483,66.6644482465934,14.297610551714506,1.999028832521861
